t,speed,x_pos,y_pos,track_progress,deviation
1.8835e-05,0.5788789907822544,-0.2127445151552618,-4.944648151947879,0.054218930341050964,0.2034828842689212
0.100073814,0.7143222758605875,-0.22050814955952466,-4.906348941034215,0.11271817927600836,0.22437324619465826
0.199678898,0.7872079362433909,-0.23528722873665403,-4.833441454534876,0.16733180450899088,0.22437324619465826
0.298992872,0.8519766573269508,-0.24832817432057352,-4.7691084502453,0.24092220555320676,0.23544397610489362
0.409819841,0.9081379019176976,-0.25865969565191127,-4.71814145541738,0.32391305304704865,0.25036148891366405
0.505406857,0.9372221789080737,-0.2845713525964245,-4.590315238627021,0.4115199956098632,0.2671845665560355
0.602458954,1.2377739569662138,-0.2924260113003705,-4.551566990745578,0.5045057663701655,0.2849433729937499
0.701254845,1.6053909801783672,-0.3032654476198971,-4.357930739425171,0.6356690032410484,0.3005965658198011
0.801344872,1.840097836197143,-0.29639126716126646,-4.212676631047915,0.7836538030710631,0.2966377742746433
0.899571896,2.001962440148904,-0.28266653166746153,-4.051406047036254,0.9406362336833425,0.2966377742746433
1.000123024,2.1254391234218724,-0.26765263434420916,-3.9190472623857215,1.1415365387744716,0.2834664535609564
1.100594044,1.9696859265436744,-0.22383989474669264,-3.6236079010441835,1.3725033236841782,0.25973499401697736
1.2009658810000001,1.59850302304686,-0.19957065413841724,-3.448752048308122,1.5480661593263263,0.1999593419009924
1.299787998,1.3843292600205048,-0.1839529391226954,-3.3027954512970807,1.693064546269635,0.1999593419009924
1.3995249269999999,1.3793013680989625,-0.18357056186247,-3.2986702050022534,1.7013297949977466,0.1843396286230975
1.5013749600000001,1.3524999965466862,-0.18160023440861794,-3.2769063958014897,1.7230936041985103,0.18357056186247
1.6004569530000001,1.243146409239935,-0.17273834818367084,-3.168383054528026,1.8353388319261827,0.18160023440861794
1.701267004,1.1578141241493471,-0.16381001740211887,-3.0463759179022714,1.9547802440589188,0.16372663052992642
1.801528931,1.107213180720731,-0.15592328601976946,-2.93918037358336,2.063026359483583,0.16372663052992642
1.902010918,1.0683691377115898,-0.1467141632872495,-2.823327970348576,2.171345656561412,0.1471575161774754
2.008711815,1.0435417008296883,-0.1369876427990535,-2.7119212812633595,2.2787169504544877,0.1378373469988261
2.110962868,1.0296438829351382,-0.12817128966499558,-2.6180372350862395,2.3717065604450687,0.1291588571421045
2.201855898,1.419431102589288,-0.11901728289608537,-2.526167458051467,2.472426629629739,0.1191607665398311
2.299819946,1.9726559343635595,-0.10325193996335691,-2.3743399486115058,2.627628086360486,0.1191607665398311
2.4004879,2.5569636009247776,-0.08103603573287721,-2.164887567935704,2.837654916919158,0.10304512459247483
2.50485301,3.153704846012451,-0.05140583498278817,-1.8895096725525393,3.101102661970347,0.05242166357060696
2.599623919,3.6297891663591164,-0.026281673565764718,-1.6582664101013682,3.3958475355516304,0.05242166357060696
2.704514027,4.108019873926641,0.019612235320562554,-1.2394056897603747,3.7442992676687163,0.0203770861358068
2.809619904,3.933022809295722,0.06269319138667351,-0.8488496355643012,4.1472349233009655,0.0203770861358068
2.9080770019999997,3.2927994213209564,0.1025045918418579,-0.4885078911662539,4.488279358343944,0.0203770861358068
3.001680851,2.807966303199581,0.1297842595444032,-0.24192428630440865,4.758075713695591,0.0203770861358068
3.100646973,2.3931712788556783,0.14019593017774712,-0.14791871137992096,4.938534405149878,0.0203770861358068
3.199582815,1.9443455714684932,0.17090944243779127,0.12864184160868675,5.13115386263324,0.0203770861358068
3.299077034,1.6463696056117407,0.18845003578314312,0.285280830267431,5.296107536361092,0.0203770861358068
3.403089047,1.4407859271279457,0.20488560026224745,0.43049976017635316,5.447693884359885,0.0203770861358068
3.500253916,1.3058160265304173,0.2178108043870961,0.5434517874916587,5.57120569451859,0.0203770861358068
3.600255013,1.2104958939049484,0.23079833720745135,0.6558750827294499,5.683328845387648,0.0203770861358068
3.7037069799999998,1.1394971799943245,0.24423203181465247,0.771218414669935,5.802645400822677,0.0203770861358068
3.8007159230000003,1.3399679547615078,0.26072829772595263,0.8835912067370808,5.921620186324462,0.0203770861358068
3.900142908,1.6660309106515305,0.2958425993981013,1.0068993730072808,6.062906387006281,0.0203770861358068
4.007357836,1.904071386431812,0.3442427655729041,1.1416776682366905,6.2355652035813645,0.0203770861358068
4.100054026,2.064422061245342,0.43209243665313046,1.3533937116675796,6.435920649258179,0.0203770861358068
4.202320814,2.1668557393583665,0.5215829195291493,1.5455294056022746,6.657005480242005,0.0203770861358068
4.30132699,2.227733981906015,0.6157067273984334,1.7295171449446052,6.878694707285982,0.0203770861358068
4.408998966,2.266308901438634,0.7177285503844564,1.911874966359072,7.099542549577051,0.0203770861358068
4.507957935,2.289748381183197,0.8259190391629567,2.0886948537187005,7.3247022336155965,0.0203770861358068
4.599509001,2.008859160270605,0.9455076146259844,2.2698613223492092,7.551827207781807,0.0203770861358068
4.699404955,1.6632923440993745,1.0373550640390734,2.412341019501566,7.734216966765583,0.0203770861358068
4.799963951,1.4262066114520027,1.1180843291574956,2.5429192865121752,7.896571432967946,0.0203770861358068
4.901422024,1.3037256239809543,1.1744514260704677,2.636169948611684,8.012641146914927,0.0203770861358068
5.000612974,1.2009431738862082,1.2378098351910665,2.7409362253859513,8.145575363201935,0.0203770861358068
5.099643946,1.146070793043037,1.2838666509200625,2.8158691799608597,8.240961950987309,0.0203770861358068
5.19962287,1.1063432513738727,1.3305562741941142,2.890209202364453,8.333444088849644,0.0203770861358068
5.301367998,1.072237621907769,1.384770585864004,2.974356234792044,8.437682741499058,0.0203770861358068
